Date,Method,Window,Mode,Hub_ticker,Hub_degree,Hub_tied,Hub_sector,N_nodes,Is_dominant_hub
2020-06-30,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-01,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-07-02,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-07-03,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-06,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-07,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-08,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-09,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-10,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-07-13,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-14,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-15,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-16,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-17,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-20,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-21,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-07-22,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-23,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-24,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-27,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-28,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-29,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-30,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-07-31,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-08-03,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-04,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-05,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-06,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-08-07,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-08-10,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-08-11,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-12,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-08-13,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-14,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-17,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-18,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-08-19,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-20,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-21,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-24,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-08-25,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-08-26,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-08-27,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-08-28,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-08-31,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-01,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-02,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-03,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-04,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-07,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-09-08,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-09-09,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-10,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-11,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-14,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-15,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-17,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-18,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-21,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-22,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-09-23,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-09-24,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-09-25,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
